lev,term,time,estimate,r.squared,adj.r.squared
700,full,1998-06-01T00:00:00Z,0.833891767665492,0.0714155621312997,0.0711930934111588
700,sym,1998-06-01T00:00:00Z,0.796398729643441,0.0606772806221266,0.0604522392423044
700,asym,1998-06-01T00:00:00Z,0.402421758412659,0.0109446801748926,0.0107077239411061
50,full,1998-06-01T00:00:00Z,0.997095659858132,0.114527188511704,0.114315048403537
50,sym,1998-06-01T00:00:00Z,1.01734048380965,0.104820236460334,0.104605770776688
50,asym,1998-06-01T00:00:00Z,0.295676634487148,0.0111918173030916,0.0109549202780085
700,full,1998-06-02T00:00:00Z,0.353955256587486,0.0136276413250064,0.0133913278706042
700,sym,1998-06-02T00:00:00Z,0.471309405618318,0.0225075218632744,0.0222733358359298
700,asym,1998-06-02T00:00:00Z,-0.153010733761685,0.00167584727495052,0.00143667042954454
50,full,1998-06-02T00:00:00Z,1.24729843613922,0.145547174234823,0.145342465843408
50,sym,1998-06-02T00:00:00Z,0.904840697504297,0.0673418134565393,0.0671183687544446
50,asym,1998-06-02T00:00:00Z,1.08466269905185,0.122316229409451,0.12210595538679
700,full,1998-06-03T00:00:00Z,-0.209978029917612,0.0044319103828393,0.00419339383046347
700,sym,1998-06-03T00:00:00Z,0.0935774263455492,0.000819930336748875,0.000580548432181804
700,asym,1998-06-03T00:00:00Z,-0.815987993098798,0.0440430588254194,0.0438140322463168
50,full,1998-06-03T00:00:00Z,1.33680954553752,0.168144872060831,0.167945577588397
50,sym,1998-06-03T00:00:00Z,0.798191079962332,0.0527030591435518,0.052476107312968
50,asym,1998-06-03T00:00:00Z,1.49597984265537,0.234006373595925,0.233822858112838
700,full,1998-06-04T00:00:00Z,-0.351948550722722,0.0101114997635627,0.00987434391779452
700,sym,1998-06-04T00:00:00Z,-0.164227654495113,0.002050884957571,0.00181179796307118
700,asym,1998-06-04T00:00:00Z,-0.587528815977034,0.0185430956136858,0.0183079597956729
50,full,1998-06-04T00:00:00Z,1.1196837247711,0.125727003920692,0.125517547045733
50,sym,1998-06-04T00:00:00Z,0.654084547167502,0.0377209955677317,0.037490454359195
50,asym,1998-06-04T00:00:00Z,1.28111170157112,0.182912541091033,0.182716784632262
700,full,1998-06-05T00:00:00Z,-0.150015506642106,0.00180958089245986,0.00157043608673213
700,sym,1998-06-05T00:00:00Z,-0.0709560388414827,0.000377116840515446,0.000137628847424853
700,asym,1998-06-05T00:00:00Z,-0.248108886711873,0.00325729442474976,0.00301849645982999
50,full,1998-06-05T00:00:00Z,0.626918417379345,0.038904608920276,0.0386743512798641
50,sym,1998-06-05T00:00:00Z,0.271280847934,0.00640464110831396,0.00616659717949464
50,asym,1998-06-05T00:00:00Z,0.901831075997456,0.0894666223486154,0.0892484782715546
700,full,1998-06-06T00:00:00Z,-0.0912825685804265,0.000707002322558714,0.000467593362885044
700,sym,1998-06-06T00:00:00Z,0.193519165562297,0.00295995158241458,0.00272108238058955
700,asym,1998-06-06T00:00:00Z,-0.726106237687499,0.0294382610185359,0.0292057354461877
50,full,1998-06-06T00:00:00Z,0.513670165516565,0.0256125202237985,0.0253790780868133
50,sym,1998-06-06T00:00:00Z,0.288493958183149,0.0071028821306921,0.00686500548529945
50,asym,1998-06-06T00:00:00Z,0.610226059161633,0.0401695328783273,0.0399395782863
700,full,1998-06-07T00:00:00Z,-0.0263246397711306,5.60488598547737e-05,-0.000183516054170108
700,sym,1998-06-07T00:00:00Z,0.305253883471131,0.00702030223580863,0.0067824058060616
700,asym,1998-06-07T00:00:00Z,-0.815516226770663,0.0353975987953754,0.0351665009512919
50,full,1998-06-07T00:00:00Z,0.517490024882286,0.0287172581411834,0.0284845598321611
50,sym,1998-06-07T00:00:00Z,0.423114251397918,0.0168784222255708,0.0166428875878673
50,asym,1998-06-07T00:00:00Z,0.357296775970821,0.015213489993382,0.0149775564739745
700,full,1998-06-08T00:00:00Z,-0.0204449732592073,2.64722668431583e-05,-0.000213099733092914
700,sym,1998-06-08T00:00:00Z,0.198958079800414,0.00233524636722793,0.00209622749956329
700,asym,1998-06-08T00:00:00Z,-0.540750809481024,0.0121865023010533,0.011949843580953
50,full,1998-06-08T00:00:00Z,0.127564560910398,0.0018030556781784,0.00156390930915074
50,sym,1998-06-08T00:00:00Z,0.467089911430455,0.0212533585241033,0.0210188720263851
50,asym,1998-06-08T00:00:00Z,-0.617011471587237,0.0468777965506901,0.046649449113352
700,full,1998-06-09T00:00:00Z,0.115058122885892,0.000876073552058987,0.00063670509819036
700,sym,1998-06-09T00:00:00Z,0.083766314412742,0.000432550004811128,0.000193075292306166
700,asym,1998-06-09T00:00:00Z,0.118989574386008,0.000616581518525283,0.000377150895985334
50,full,1998-06-09T00:00:00Z,-0.237218757742423,0.00482066743228837,0.00458224401768181
50,sym,1998-06-09T00:00:00Z,0.529226916601854,0.0210945613494995,0.0208600368074174
50,asym,1998-06-09T00:00:00Z,-1.56930469512599,0.234452742296601,0.234269333753788
700,full,1998-06-10T00:00:00Z,0.650060042039527,0.0355230491109986,0.0352919813220937
700,sym,1998-06-10T00:00:00Z,0.595676835591388,0.0277853724072868,0.0275524508386255
700,asym,1998-06-10T00:00:00Z,0.374832062715763,0.00777219053847522,0.0075344742448813
50,full,1998-06-10T00:00:00Z,-0.367935095831953,0.0112357126775924,0.0109988261688904
50,sym,1998-06-10T00:00:00Z,0.527920639776608,0.0203363501318654,0.0201016439387969
50,asym,1998-06-10T00:00:00Z,-1.8647357448722,0.320718814159768,0.320556073099432
700,full,1998-06-11T00:00:00Z,1.28622025378266,0.11712019829451,0.116908679415328
700,sym,1998-06-11T00:00:00Z,1.18056138191866,0.0919114804800766,0.0916939221380737
700,asym,1998-06-11T00:00:00Z,0.736923984514896,0.0252995720161663,0.0250660549035684
50,full,1998-06-11T00:00:00Z,-0.313735940852417,0.00811276199004374,0.00787512728999351
50,sym,1998-06-11T00:00:00Z,0.57529254945473,0.0239825423849216,0.0237487097405481
50,asym,1998-06-11T00:00:00Z,-1.83325604178624,0.307835066378633,0.307669238651364
700,full,1998-06-12T00:00:00Z,1.40724482988995,0.134011330576571,0.133803858446857
700,sym,1998-06-12T00:00:00Z,1.27011688044063,0.101690662610339,0.101475447148578
700,asym,1998-06-12T00:00:00Z,0.858571769391704,0.0328263113725223,0.0325945975036609
50,full,1998-06-12T00:00:00Z,-0.455767331492585,0.0174050050078149,0.0171695965279415
50,sym,1998-06-12T00:00:00Z,0.350828567897128,0.00906682434158046,0.00882941821420669
50,asym,1998-06-12T00:00:00Z,-1.72076932586478,0.275717753180017,0.275544230840099
700,full,1998-06-13T00:00:00Z,1.10327009192858,0.084397072340711,0.0841777137092642
700,sym,1998-06-13T00:00:00Z,1.05894963719233,0.0724278858266192,0.0722056596373107
700,asym,1998-06-13T00:00:00Z,0.519579133179249,0.0123178177290074,0.0120811904692395
50,full,1998-06-13T00:00:00Z,-0.525240665902296,0.0264326076632024,0.0261993620014064
50,sym,1998-06-13T00:00:00Z,0.184595024142737,0.00287038952784502,0.00263149886889147
50,asym,1998-06-13T00:00:00Z,-1.55605724516276,0.257813773300823,0.257635961555088
700,full,1998-06-14T00:00:00Z,0.743745381589692,0.0457448270220239,0.0455162081497243
700,sym,1998-06-14T00:00:00Z,0.619975358561507,0.0296096850637604,0.0293772005609008
700,asym,1998-06-14T00:00:00Z,0.578407899010031,0.0182065868243885,0.0179713703861576
50,full,1998-06-14T00:00:00Z,-0.469453624810536,0.0266230373154971,0.0263898372765213
50,sym,1998-06-14T00:00:00Z,0.215692249391522,0.00494104512060545,0.00470265054588592
50,asym,1998-06-14T00:00:00Z,-1.48932782086001,0.297772415373877,0.297604176853363
700,full,1998-06-15T00:00:00Z,0.902975682414259,0.0736778550825642,0.0734559283588178
700,sym,1998-06-15T00:00:00Z,0.645488293301599,0.0350714006415209,0.0348402246474244
700,asym,1998-06-15T00:00:00Z,0.962767843376401,0.0551181582752979,0.0548917850501601
50,full,1998-06-15T00:00:00Z,-0.439023204226704,0.0231934204989123,0.0229593987980256
50,sym,1998-06-15T00:00:00Z,0.244162273018688,0.00630702428828556,0.00606895697259047
50,asym,1998-06-15T00:00:00Z,-1.47529317815099,0.291057082529146,0.290887235160322
700,full,1998-06-16T00:00:00Z,1.47959382731028,0.19402989909525,0.193836806114678
700,sym,1998-06-16T00:00:00Z,0.961915814417668,0.076392244658635,0.0761709682438431
700,asym,1998-06-16T00:00:00Z,1.81026422969768,0.191132374971411,0.190938587806813
50,full,1998-06-16T00:00:00Z,-0.345176070126801,0.0137039905369785,0.0134676953741939
50,sym,1998-06-16T00:00:00Z,0.392043023036432,0.015542135185447,0.0153062804023097
50,asym,1998-06-16T00:00:00Z,-1.5487758727842,0.306601652258094,0.306435529031515
700,full,1998-06-17T00:00:00Z,1.4548231950039,0.20227550853141,0.202084391020277
700,sym,1998-06-17T00:00:00Z,0.94661195316717,0.0797734440339405,0.0795529776812893
700,asym,1998-06-17T00:00:00Z,1.77801364398908,0.198819843325578,0.198627897911905
50,full,1998-06-17T00:00:00Z,-0.119717763380477,0.00203710939128077,0.0017980190964535
50,sym,1998-06-17T00:00:00Z,0.50501418444919,0.0318699841754978,0.0316380411913521
50,asym,1998-06-17T00:00:00Z,-1.25440161111507,0.248543276837117,0.248363244081208
700,full,1998-06-18T00:00:00Z,1.44852148218704,0.202231756902517,0.202040628909441
700,sym,1998-06-18T00:00:00Z,1.02295784560751,0.0939520919422987,0.0937350224866068
700,asym,1998-06-18T00:00:00Z,1.57483915079519,0.157303563136536,0.157101671321283
50,full,1998-06-18T00:00:00Z,0.186686172476836,0.00594375964388905,0.00570560529785258
50,sym,1998-06-18T00:00:00Z,0.493190690743454,0.0364707092889633,0.0362398685389128
50,asym,1998-06-18T00:00:00Z,-0.532970171545101,0.0538361996335282,0.0536095192788644
700,full,1998-06-19T00:00:00Z,1.06589495416575,0.106120425581103,0.105906271394611
700,sym,1998-06-19T00:00:00Z,0.806193896249651,0.0565510518576088,0.05632502192274
700,asym,1998-06-19T00:00:00Z,1.02896982848778,0.0650791889098733,0.0648552021319409
50,full,1998-06-19T00:00:00Z,0.218868922309641,0.00624584173164533,0.00600775975793466
50,sym,1998-06-19T00:00:00Z,0.398803157261827,0.0182312936008877,0.0179960830818653
50,asym,1998-06-19T00:00:00Z,-0.276165426697153,0.0110507828252984,0.0108138520114088
700,full,1998-06-20T00:00:00Z,0.623454466809852,0.0400516291272054,0.0398216462879929
700,sym,1998-06-20T00:00:00Z,0.336454898114533,0.0108656552144036,0.010628680047948
700,asym,1998-06-20T00:00:00Z,0.930123816486762,0.0586622767426069,0.058436752611496
50,full,1998-06-20T00:00:00Z,-0.0574306393933349,0.000295313110824091,5.58055193318197e-05
50,sym,1998-06-20T00:00:00Z,0.168050638356079,0.00222307078756001,0.0019840250450559
50,asym,1998-06-20T00:00:00Z,-0.457523112545695,0.0208282678252812,0.0205936794850381
700,full,1998-06-21T00:00:00Z,0.501992021233725,0.0267767148473365,0.0265435516261692
700,sym,1998-06-21T00:00:00Z,0.0236986740801708,5.55908438867325e-05,-0.00018397417986904
700,asym,1998-06-21T00:00:00Z,1.3495944343016,0.127361129555014,0.127152064181165
50,full,1998-06-21T00:00:00Z,-0.373889525024624,0.00972147685815095,0.0094842275713416
50,sym,1998-06-21T00:00:00Z,-0.129256078930717,0.00102146887572885,0.000782135255430805
50,asym,1998-06-21T00:00:00Z,-0.601075412443641,0.0279212738779303,0.0276883848683179
700,full,1998-06-22T00:00:00Z,0.861814991854625,0.080174324823386,0.0799539545130898
700,sym,1998-06-22T00:00:00Z,0.358996783897846,0.0129592492591489,0.0127227756724836
700,asym,1998-06-22T00:00:00Z,1.54352000780175,0.169238212194627,0.16903917966281
50,full,1998-06-22T00:00:00Z,-0.394362096639544,0.00845788354369315,0.00822033152729251
