lev,term,time,estimate,r.squared,adj.r.squared
700,full,1993-06-01T00:00:00Z,-0.580209217034184,0.0259896121411779,0.0257562603472491
700,sym,1993-06-01T00:00:00Z,-0.789699195144331,0.0448482444174422,0.0446194107433687
700,asym,1993-06-01T00:00:00Z,0.292419623303318,0.00434420446787598,0.00410566690306236
50,full,1993-06-01T00:00:00Z,0.387904483963582,0.0341427690077248,0.0339113705336012
50,sym,1993-06-01T00:00:00Z,0.24430051528881,0.0119062621188495,0.0116695362592709
50,asym,1993-06-01T00:00:00Z,0.409432002251284,0.0422711791324951,0.0420417280493932
700,full,1993-06-02T00:00:00Z,-0.466341037301382,0.0176474002819079,0.0174120498746924
700,sym,1993-06-02T00:00:00Z,-0.736312853458431,0.0409816780117396,0.0407519179920969
700,asym,1993-06-02T00:00:00Z,0.481892549228257,0.0124005392409742,0.012163931799489
50,full,1993-06-02T00:00:00Z,0.383425638023973,0.0312014756908041,0.0309693725465039
50,sym,1993-06-02T00:00:00Z,0.226236090275979,0.00955023688088918,0.00931294656869008
50,asym,1993-06-02T00:00:00Z,0.434330907976329,0.0444924130455232,0.0442634941219596
700,full,1993-06-03T00:00:00Z,-0.334915315545216,0.00904802048067166,0.00881060984829995
700,sym,1993-06-03T00:00:00Z,-0.461743368562408,0.0160205122363795,0.015784772062023
700,asym,1993-06-03T00:00:00Z,0.183139197204972,0.00178038059109875,0.00154122878961127
50,full,1993-06-03T00:00:00Z,0.451200401591016,0.0475985339451478,0.0473703591808797
50,sym,1993-06-03T00:00:00Z,0.276946113909051,0.0157660429632212,0.0155302418235381
50,asym,1993-06-03T00:00:00Z,0.490268732723599,0.0624531957884259,0.062228579879415
700,full,1993-06-04T00:00:00Z,0.131552689966601,0.0016227097527568,0.00138352017675114
700,sym,1993-06-04T00:00:00Z,0.134511609647566,0.00158034688764275,0.00134114716241229
700,asym,1993-06-04T00:00:00Z,0.0419231653383191,0.000108446662899886,-0.000131105697746214
50,full,1993-06-04T00:00:00Z,0.433142887753591,0.0740377364206525,0.0738158959166804
50,sym,1993-06-04T00:00:00Z,0.435850476721466,0.0659087903704247,0.0656850023470348
50,asym,1993-06-04T00:00:00Z,0.140273174242131,0.00862922232687047,0.00839171135953154
700,full,1993-06-05T00:00:00Z,0.915633843940174,0.0765554545047623,0.0763342171915148
700,sym,1993-06-05T00:00:00Z,0.912651450107738,0.070849023256219,0.0706264188056335
700,asym,1993-06-05T00:00:00Z,0.349082817346115,0.00732244453081654,0.00708462048781955
50,full,1993-06-05T00:00:00Z,0.544105137142914,0.111678080116835,0.111465257424003
50,sym,1993-06-05T00:00:00Z,0.664953016868055,0.146643136616591,0.146438690794026
50,asym,1993-06-05T00:00:00Z,-0.0520512205640199,0.00113578407271642,0.000896477839863685
700,full,1993-06-06T00:00:00Z,1.23604162789743,0.110136025104546,0.109922832968731
700,sym,1993-06-06T00:00:00Z,1.16308390576017,0.0908399322200855,0.090622117158327
700,asym,1993-06-06T00:00:00Z,0.638731548282406,0.019353816484371,0.0191188748975201
50,full,1993-06-06T00:00:00Z,0.768311509879244,0.120594872635291,0.120384186212827
50,sym,1993-06-06T00:00:00Z,0.768164694341803,0.105984018712686,0.105769831846062
50,asym,1993-06-06T00:00:00Z,0.25843695335729,0.0151633458857002,0.0149274003528507
700,full,1993-06-07T00:00:00Z,0.765918013563164,0.0365440666288346,0.036313243453614
700,sym,1993-06-07T00:00:00Z,0.597881287429664,0.0207431034820277,0.0205084947382524
700,asym,1993-06-07T00:00:00Z,0.694247423024278,0.0197582073791808,0.01952336267563
50,full,1993-06-07T00:00:00Z,0.98767658847141,0.187811193767708,0.187616610920024
50,sym,1993-06-07T00:00:00Z,0.789977187648925,0.105632750394514,0.105418479371609
50,asym,1993-06-07T00:00:00Z,0.716089951873676,0.109713170481915,0.109499877039289
700,full,1993-06-08T00:00:00Z,-0.0921819471730887,0.00046055825154534,0.00022109024920991
700,sym,1993-06-08T00:00:00Z,-0.395864016618203,0.00791181951942521,0.00767413667791084
700,asym,1993-06-08T00:00:00Z,0.703489454245896,0.0176512178785812,0.017415868385979
50,full,1993-06-08T00:00:00Z,1.0250017266517,0.235958318599214,0.235775270759875
50,sym,1993-06-08T00:00:00Z,0.565767933729225,0.0632033779806921,0.0629789417990871
50,asym,1993-06-08T00:00:00Z,1.23692745219511,0.38186179283229,0.381713700305417
700,full,1993-06-09T00:00:00Z,-0.645811487971393,0.0258258949828673,0.0255925039658531
700,sym,1993-06-09T00:00:00Z,-1.06653263316707,0.0656120565200019,0.0653881974056081
700,asym,1993-06-09T00:00:00Z,0.781189671513029,0.0248670068401694,0.0246333860943238
50,full,1993-06-09T00:00:00Z,0.636532704360084,0.0958414012336953,0.0956247844155913
50,sym,1993-06-09T00:00:00Z,0.145066390636018,0.004376458904505,0.00413792906715582
50,asym,1993-06-09T00:00:00Z,1.16904681629912,0.359258596683095,0.359105088919962
700,full,1993-06-10T00:00:00Z,-0.778124114127535,0.0378587685474658,0.0376282603463513
700,sym,1993-06-10T00:00:00Z,-1.35086685662742,0.106288268678816,0.106074154703894
700,asym,1993-06-10T00:00:00Z,1.10118378018297,0.0498947701755592,0.0496671455397604
50,full,1993-06-10T00:00:00Z,0.16873168168913,0.00621706753550133,0.00597897866811636
50,sym,1993-06-10T00:00:00Z,-0.169361695593891,0.00550681180071722,0.005268552771441
50,asym,1993-06-10T00:00:00Z,0.71378354021706,0.123639438701548,0.123429481691174
700,full,1993-06-11T00:00:00Z,-0.701659335577311,0.0290556554711698,0.0288230382348189
700,sym,1993-06-11T00:00:00Z,-1.17410622736576,0.0757851910699423,0.075563769218258
700,asym,1993-06-11T00:00:00Z,0.886026010282227,0.0304886141557788,0.0302563402252938
50,full,1993-06-11T00:00:00Z,-0.126143164386078,0.00219694514689917,0.00195789314525729
50,sym,1993-06-11T00:00:00Z,-0.431696133318864,0.0226217199448419,0.0223875612768842
50,asym,1993-06-11T00:00:00Z,0.551463187878197,0.0466612615975216,0.0464328622830984
700,full,1993-06-12T00:00:00Z,-0.12865790337719,0.00103377131160332,0.000794440638702376
700,sym,1993-06-12T00:00:00Z,-0.34501634894096,0.00692504167987174,0.00668712242775871
700,asym,1993-06-12T00:00:00Z,0.477687873881017,0.00937792273062155,0.00914059113568399
