lev,term,time,estimate,r.squared,adj.r.squared
700,full,2004-08-01T00:00:00Z,0.711891985027118,0.0408211525984481,0.0405913541203932
700,sym,2004-08-01T00:00:00Z,1.0119649917963,0.0768386169037021,0.0766174474300326
700,asym,2004-08-01T00:00:00Z,-0.463361945662051,0.0113805817817988,0.0111437299805965
50,full,2004-08-01T00:00:00Z,0.378690169181284,0.0335535492547554,0.0333220096163401
50,sym,2004-08-01T00:00:00Z,0.446612258599076,0.0410307273901299,0.0408009791216561
50,asym,2004-08-01T00:00:00Z,-0.00476829700865422,5.91192143495345e-06,-0.000233665004314654
700,full,2004-08-02T00:00:00Z,0.652782460429321,0.0337850008211341,0.0335535166335015
700,sym,2004-08-02T00:00:00Z,0.754438518540267,0.0420364655004006,0.0418069581849959
700,asym,2004-08-02T00:00:00Z,-0.00330466081868672,5.69780317483115e-07,-0.000239008425293452
50,full,2004-08-02T00:00:00Z,0.108313481996296,0.00279323231184592,0.00255432316769444
50,sym,2004-08-02T00:00:00Z,0.369565626957801,0.0285892457277784,0.0283565167497545
50,asym,2004-08-02T00:00:00Z,-0.47135457155599,0.0587853517481994,0.0585598571031942
700,full,2004-08-03T00:00:00Z,0.806960629534448,0.05364568326273,0.05341895726447
700,sym,2004-08-03T00:00:00Z,0.892680852567525,0.06115247409084,0.0609275465570813
700,asym,2004-08-03T00:00:00Z,0.0929768861830604,0.00046864799458457,0.000229181930376243
50,full,2004-08-03T00:00:00Z,-0.0797639082511347,0.0009922194155495,0.00075287878771424
50,sym,2004-08-03T00:00:00Z,0.171846417726986,0.0040490521502029,0.00381044387328622
50,asym,2004-08-03T00:00:00Z,-0.515809286529372,0.0461110313304999,0.0458825001928215
700,full,2004-08-04T00:00:00Z,0.647117836550786,0.035657055219436,0.0354260195354923
700,sym,2004-08-04T00:00:00Z,0.7817241603658,0.0484704785362056,0.048242512670977
700,asym,2004-08-04T00:00:00Z,-0.0854838820537418,0.000409462266132699,0.000169982022305781
50,full,2004-08-04T00:00:00Z,-0.143639097279337,0.00281125684328454,0.00257235201742057
50,sym,2004-08-04T00:00:00Z,0.0567627155769742,0.000385974891040197,0.000146489020146912
50,asym,2004-08-04T00:00:00Z,-0.437746692206934,0.0290156690702552,0.0287830422540286
700,full,2004-08-05T00:00:00Z,0.306733483598721,0.00900049218572885,0.00876307016660716
700,sym,2004-08-05T00:00:00Z,0.514613743800873,0.0235992473433659,0.0233653228698018
700,asym,2004-08-05T00:00:00Z,-0.390605664584187,0.00960478482271121,0.00936750757901761
50,full,2004-08-05T00:00:00Z,-0.0675165904023111,0.000904479914156764,0.00066511826583715
50,sym,2004-08-05T00:00:00Z,0.148742744805847,0.0038594643925256,0.00362081069448839
50,asym,2004-08-05T00:00:00Z,-0.442988984353046,0.0432708501596661,0.0430416385760916
700,full,2004-08-06T00:00:00Z,0.013317752500313,1.78292316843631e-05,-0.000221744838935667
700,sym,2004-08-06T00:00:00Z,0.0854039146842349,0.000682995450356216,0.000443580739155958
700,asym,2004-08-06T00:00:00Z,-0.170187109998865,0.00191597905141705,0.00167685973638398
50,full,2004-08-06T00:00:00Z,-0.0160752310208352,6.64427632598441e-05,-0.000173119660610954
50,sym,2004-08-06T00:00:00Z,0.200265044830109,0.0090661119484623,0.00882870565041449
50,asym,2004-08-06T00:00:00Z,-0.425862067501401,0.0518206442620378,0.0515934810239598
700,full,2004-08-07T00:00:00Z,0.00982361343395324,9.12640164174583e-06,-0.000230449753988005
700,sym,2004-08-07T00:00:00Z,-0.0132533827478322,1.54739801297987e-05,-0.000224100654757642
700,asym,2004-08-07T00:00:00Z,0.0597412753518766,0.000222112350690695,-1.74127781185085e-05
50,full,2004-08-07T00:00:00Z,0.0311263643109631,0.000248488322915019,8.96951321771589e-06
50,sym,2004-08-07T00:00:00Z,0.244484994503294,0.0134781766401976,0.013241827377294
50,asym,2004-08-07T00:00:00Z,-0.404207519740759,0.0465682182549129,0.0463397966493199
700,full,2004-08-08T00:00:00Z,-0.102583283315147,0.000851726519280116,0.000612352232389757
700,sym,2004-08-08T00:00:00Z,-0.289602727363425,0.00632329989915648,0.00608523648274517
700,asym,2004-08-08T00:00:00Z,0.416132804686902,0.00922311378725804,0.00898574510345052
50,full,2004-08-08T00:00:00Z,-0.0148310915769199,5.24069730545307e-05,-0.000187158813487631
50,sym,2004-08-08T00:00:00Z,0.0106347691750252,2.36906246865454e-05,-0.000215882041670668
50,asym,2004-08-08T00:00:00Z,-0.0544765371460387,0.000785766450209113,0.00054637636071464
700,full,2004-08-09T00:00:00Z,-0.189308549877808,0.00276083167905616,0.00252191477241481
700,sym,2004-08-09T00:00:00Z,-0.357692616721611,0.00918144271837484,0.00894406405108173
700,asym,2004-08-09T00:00:00Z,0.33847412864203,0.00580787298509755,0.00556968608356079
50,full,2004-08-09T00:00:00Z,-0.153383518452615,0.00453502527870375,0.00429653343042358
50,sym,2004-08-09T00:00:00Z,-0.251459145532242,0.0107160498382517,0.0104790388295881
50,asym,2004-08-09T00:00:00Z,0.139074909354451,0.00414334926181192,0.0039047635764411
700,full,2004-08-10T00:00:00Z,-0.257974560967913,0.00507294906143052,0.00483458608803833
700,sym,2004-08-10T00:00:00Z,-0.389492862044633,0.01077202242869,0.0105350248298469
700,asym,2004-08-10T00:00:00Z,0.22326032632019,0.00250032537242562,0.00226134605411521
50,full,2004-08-10T00:00:00Z,-0.262586601637497,0.0136475519817384,0.0134112432974983
50,sym,2004-08-10T00:00:00Z,-0.302214774134009,0.015893463473022,0.0156576928605335
