lev,term,time,estimate,r.squared,adj.r.squared
700,full,1976-05-01T00:00:00Z,-0.516794760533862,0.0247981512792178,0.0245645140370709
700,sym,1976-05-01T00:00:00Z,0.152916566575059,0.00202247742673523,0.00178338362640618
700,asym,1976-05-01T00:00:00Z,-1.82023908917622,0.20244481321213,0.202253736262732
50,full,1976-05-01T00:00:00Z,-0.181701955710903,0.0102827501298899,0.0100456353120005
50,sym,1976-05-01T00:00:00Z,-0.47101491708682,0.0607486925346221,0.0605236682635475
50,asym,1976-05-01T00:00:00Z,0.501232793735983,0.0869562266382177,0.0867374811247146
700,full,1976-05-02T00:00:00Z,-0.455851018717671,0.019279784426766,0.0190448251034375
700,sym,1976-05-02T00:00:00Z,0.390779278476005,0.01319808354095,0.012961667173806
700,asym,1976-05-02T00:00:00Z,-2.22737458818983,0.302907143530631,0.302740135179776
50,full,1976-05-02T00:00:00Z,-0.177867318696522,0.00988283262412271,0.00964562199466024
50,sym,1976-05-02T00:00:00Z,-0.375751624461721,0.0387764807008429,0.0385461923636846
50,asym,1976-05-02T00:00:00Z,0.324828161198302,0.0366292581345178,0.0363984553693367
700,full,1976-05-03T00:00:00Z,-0.0186840835988541,3.58937805577941e-05,-0.000203675962187733
700,sym,1976-05-03T00:00:00Z,0.900816648761103,0.0777212744557179,0.0775003164476814
700,asym,1976-05-03T00:00:00Z,-2.24123062265908,0.339871990812864,0.339713838438837
50,full,1976-05-03T00:00:00Z,-0.0350534997084175,0.000438405295091093,0.000198931985386897
50,sym,1976-05-03T00:00:00Z,-0.199001157850513,0.0124222928310629,0.0121856906012668
50,asym,1976-05-03T00:00:00Z,0.306856987312822,0.0373350475205425,0.0371044138472125
700,full,1976-05-04T00:00:00Z,0.434197995408862,0.0177281374403815,0.0174928063760403
700,sym,1976-05-04T00:00:00Z,1.10848400960342,0.107631118236808,0.107417325979558
700,asym,1976-05-04T00:00:00Z,-1.47631826041283,0.134869623476037,0.134662356974714
50,full,1976-05-04T00:00:00Z,-0.0278514241377334,0.000301942647977116,6.24366447781188e-05
50,sym,1976-05-04T00:00:00Z,-0.0925283362417643,0.00292992622389976,0.00269104982864921
50,asym,1976-05-04T00:00:00Z,0.1163425804167,0.0058551588389143,0.00561698326604398
700,full,1976-05-05T00:00:00Z,0.91112674021467,0.0847532629945487,0.0845339896986681
700,sym,1976-05-05T00:00:00Z,1.34809744589877,0.172835487608124,0.172637316905587
700,asym,1976-05-05T00:00:00Z,-0.721622927679491,0.0349853456378331,0.0347541490268215
50,full,1976-05-05T00:00:00Z,-0.218520323572943,0.0172836180797414,0.0170481805181889
50,sym,1976-05-05T00:00:00Z,-0.0586452549577949,0.00109444585753748,0.000855129720943593
50,asym,1976-05-05T00:00:00Z,-0.384142301260545,0.059356312204949,0.0591309543497034
700,full,1976-05-06T00:00:00Z,0.977786841862269,0.124326800924066,0.124117008590794
700,sym,1976-05-06T00:00:00Z,1.24211646143429,0.186892778999753,0.186697976119782
700,asym,1976-05-06T00:00:00Z,-0.277243391282058,0.00657756982218338,0.00633956732333862
50,full,1976-05-06T00:00:00Z,-0.107042251957972,0.00471409078680141,0.00447564183873872
50,sym,1976-05-06T00:00:00Z,0.11090452453455,0.0044490115118534,0.00421049905653759
50,asym,1976-05-06T00:00:00Z,-0.459549121824107,0.0965568302920719,0.0963403848752755
700,full,1976-05-07T00:00:00Z,0.880205251740484,0.10148367367407,0.101268408622243
700,sym,1976-05-07T00:00:00Z,1.08597529335542,0.143899625738535,0.143694522630183
700,asym,1976-05-07T00:00:00Z,-0.171382389375215,0.00253178799461007,0.00229281621406252
50,full,1976-05-07T00:00:00Z,-0.0611602522209886,0.00145430673154678,0.00121507680982458
50,sym,1976-05-07T00:00:00Z,0.0667894534142051,0.00152479265304983,0.00128557961822795
50,asym,1976-05-07T00:00:00Z,-0.269222075467408,0.0313163015680963,0.0310842259335894
700,full,1976-05-08T00:00:00Z,0.694396454402384,0.0496686756225496,0.0494409968193926
700,sym,1976-05-08T00:00:00Z,0.969174561157109,0.0901287003558964,0.089910714898387
700,asym,1976-05-08T00:00:00Z,-0.408430610242498,0.0113076104211864,0.0110707411376266
50,full,1976-05-08T00:00:00Z,0.0263999417524346,0.000178804141468536,-6.07313630496265e-05
50,sym,1976-05-08T00:00:00Z,-0.134937390683879,0.00410689675696663,0.00386830233836488
50,asym,1976-05-08T00:00:00Z,0.322432049405392,0.0296401021177026,0.0294076249021102
700,full,1976-05-09T00:00:00Z,0.743112365395749,0.0641676871378416,0.0639434819838258
700,sym,1976-05-09T00:00:00Z,1.05540826074048,0.120570175589721,0.12035948325038
700,asym,1976-05-09T00:00:00Z,-0.481406228464009,0.0177213784294973,0.0174860457458436
50,full,1976-05-09T00:00:00Z,0.0873443700649515,0.00165708402143427,0.00141790268075903
50,sym,1976-05-09T00:00:00Z,-0.0973811955684333,0.00181093320987191,0.00157178872813013
50,asym,1976-05-09T00:00:00Z,0.388364701906406,0.0364070800115274,0.03617622401728
700,full,1976-05-10T00:00:00Z,0.942268628225804,0.114978490614245,0.114766458628288
700,sym,1976-05-10T00:00:00Z,1.17753517332429,0.167265518640917,0.167066013494448
700,asym,1976-05-10T00:00:00Z,-0.219884387324149,0.00412024088111918,0.00388164965948068
50,full,1976-05-10T00:00:00Z,0.393419974559517,0.0414345512908861,0.041204899769873
50,sym,1976-05-10T00:00:00Z,0.113907979419467,0.00305376531170998,0.00281491858562266
50,asym,1976-05-10T00:00:00Z,0.675424638788622,0.135717321017985,0.135510257606633
700,full,1976-05-11T00:00:00Z,1.03912170735653,0.109640180926401,0.109426869997059
700,sym,1976-05-11T00:00:00Z,1.45164685997683,0.199319767648111,0.199127942005477
700,asym,1976-05-11T00:00:00Z,-0.614439027975333,0.0252267425962167,0.0249932080352671
50,full,1976-05-11T00:00:00Z,0.719050953950204,0.119637683614998,0.119426767870775
50,sym,1976-05-11T00:00:00Z,0.200252559823648,0.00815797458756573,0.0079203507194745
50,asym,1976-05-11T00:00:00Z,1.24989317378955,0.401722453423159,0.401579119080424
700,full,1976-05-12T00:00:00Z,0.439855819226571,0.0191542403233023,0.0189192509223256
700,sym,1976-05-12T00:00:00Z,1.04563654942654,0.100831740556115,0.100616319315232
700,asym,1976-05-12T00:00:00Z,-1.30774796960833,0.111418943772459,0.111206058996171
50,full,1976-05-12T00:00:00Z,0.734961949587183,0.0967695163153758,0.0965531218535443
50,sym,1976-05-12T00:00:00Z,0.0195388316804508,6.01289438985075e-05,-0.000179434992626737
50,asym,1976-05-12T00:00:00Z,1.63738256531082,0.533753621627633,0.533641919093284
